code,label,label_en,parent_code,valid_from,valid_to
SBQ.PU.ZZ,Stödjande samtal om att förvärva färdigheter,,SBQ,,
SBQ.RB.ZZ,Praktiskt stöd i att förvärva färdigheter,,SBQ,,
SBQ.RC.ZZ,Emotionellt stöd i att förvärva färdigheter,,SBQ,,
SBQ.SZ.ZZ,Stöd i att förvärva färdigheter,,SBQ,,
SC2,Att tillämpa kunskap,,SA-SC,,
SC2.AA.ZZ,Bedömning av att tillämpa kunskap,,SC2,,
SC2.AM.ZZ,Observation av att tillämpa kunskap,,SC2,,
SC2.AS.ZZ,Utredande samtal om att tillämpa kunskap,,SC2,,
SC2.AT.ZZ,"Inhämtning av uppgifter, från professionell, om att tillämpa kunskap",,SC2,,
SC2.AU.ZZ,"Inhämtning av uppgifter, från annan, om att tillämpa kunskap",,SC2,,
SC2.AV.ZZ,Uppföljande samtal om att tillämpa kunskap,,SC2,,
SC2.PH.ZZ,Färdighetsträning i att tillämpa kunskap,,SC2,,
SC2.PN.ZZ,Råd eller information om att tillämpa kunskap,,SC2,,
SC2.PU.ZZ,Stödjande samtal om att tillämpa kunskap,,SC2,,
SC2.PV.ZZ,Behandlande samtal om att tillämpa kunskap,,SC2,,
SC2.RB.ZZ,Praktiskt stöd i att tillämpa kunskap,,SC2,,
SC2.RC.ZZ,Emotionellt stöd i att tillämpa kunskap,,SC2,,
SC2.SZ.ZZ,Stöd i att tillämpa kunskap,,SC2,,
SCA,Att fokusera uppmärksamhet,,SA-SC,,
SCA.AA.ZZ,Bedömning av att fokusera uppmärksamhet,,SCA,,
SCA.AM.ZZ,Observation av att fokusera uppmärksamhet,,SCA,,
SCA.AS.ZZ,Utredande samtal om att fokusera uppmärksamhet,,SCA,,
SCA.AT.ZZ,"Inhämtning av uppgifter, från professionell, om att fokusera uppmärksamhet",,SCA,,
SCA.AU.ZZ,"Inhämtning av uppgifter, från annan, om att fokusera uppmärksamhet",,SCA,,
SCA.AV.ZZ,Uppföljande samtal om att fokusera uppmärksamhet,,SCA,,
SCA.PH.ZZ,Färdighetsträning i att fokusera uppmärksamhet,,SCA,,
SCA.PN.ZZ,Råd eller information om att fokusera uppmärksamhet,,SCA,,
SCA.PU.ZZ,Stödjande samtal om att fokusera uppmärksamhet,,SCA,,
SCA.PV.ZZ,Behandlande samtal om att fokusera uppmärksamhet,,SCA,,
SCA.RB.ZZ,Praktiskt stöd i att fokusera uppmärksamhet,,SCA,,
SCA.RC.ZZ,Emotionellt stöd i att fokusera uppmärksamhet,,SCA,,
SCA.SZ.ZZ,Stöd i att fokusera uppmärksamhet,,SCA,,
SCJ,Att lösa problem,,SA-SC,,
SCJ.AA.ZZ,Bedömning av att lösa problem,,SCJ,,
SCJ.AM.ZZ,Observation av att lösa problem,,SCJ,,
SCJ.AS.ZZ,Utredande samtal om att lösa problem,,SCJ,,
SCJ.AT.ZZ,"Inhämtning av uppgifter, från professionell, om att lösa problem",,SCJ,,
SCJ.AU.ZZ,"Inhämtning av uppgifter, från annan, om att lösa problem",,SCJ,,
SCJ.AV.ZZ,Uppföljande samtal om att lösa problem,,SCJ,,
SCJ.PH.ZZ,Färdighetsträning i att lösa problem,,SCJ,,
SCJ.PU.ZZ,Stödjande samtal om att lösa problem,,SCJ,,
SCJ.PV.ZZ,Behandlande samtal om att lösa problem,,SCJ,,
SCJ.RB.ZZ,Praktiskt stöd i att lösa problem,,SCJ,,
SCJ.RC.ZZ,Emotionellt stöd i att lösa problem,,SCJ,,
SCJ.SZ.ZZ,Stöd i att lösa problem,,SCJ,,
SCL,Att fatta beslut,,SA-SC,,
SCL.AA.ZZ,Bedömning av att fatta beslut,,SCL,,
SCL.AM.ZZ,Observation av att fatta beslut,,SCL,,
SCL.AS.ZZ,Utredande samtal om att fatta beslut,,SCL,,
SCL.AT.ZZ,"Inhämtning av uppgifter, från professionell, om att fatta beslut",,SCL,,
SCL.AU.ZZ,"Inhämtning av uppgifter, från annan, om att fatta beslut",,SCL,,
SCL.AV.ZZ,Uppföljande samtal om att fatta beslut,,SCL,,
SCL.PH.ZZ,Färdighetsträning i att fatta beslut,,SCL,,
SCL.PN.ZZ,Råd eller information om att fatta beslut,,SCL,,
SCL.PU.ZZ,Stödjande samtal om att fatta beslut,,SCL,,
SCL.PV.ZZ,Behandlande samtal om att fatta beslut,,SCL,,
SCL.RB.ZZ,Praktiskt stöd i att fatta beslut,,SCL,,
SCL.RC.ZZ,Emotionellt stöd i att fatta beslut,,SCL,,
SCL.SZ.ZZ,Stöd i att fatta beslut,,SCL,,
SD,Aktiviteter gällande allmänna uppgifter och krav,,,,
SD1,Allmänna uppgifter och krav,,SD,,
SD1.AA.ZZ,Bedömning av allmänna uppgifter och krav,,SD1,,
SD1.AC.ZZ,Manualbaserat test eller samtal om allmänna uppgifter och krav,,SD1,,
SD1.AM.ZZ,Observation av allmänna uppgifter och krav,,SD1,,
SD1.AS.ZZ,Utredande samtal om allmänna uppgifter och krav,,SD1,,
SD1.AT.ZZ,"Inhämtning av uppgifter, från professionell, om allmänna uppgifter och krav",,SD1,,
SD1.AU.ZZ,"Inhämtning av uppgifter, från annan, om allmänna uppgifter och krav",,SD1,,
SD1.AV.ZZ,Uppföljande samtal om allmänna uppgifter och krav,,SD1,,
SD1.AX.ZZ,Annan specificerad utredande eller uppföljande aktivitet om allmänna uppgifter och krav,,SD1,,
SD1.AZ.ZZ,"Utredande eller uppföljande aktivitet om allmänna uppgifter och krav, ospecificerad",,SD1,,
SD1.PH.ZZ,Färdighetsträning i allmänna uppgifter och krav,,SD1,,
SD1.PN.ZZ,Råd eller information om allmänna uppgifter och krav,,SD1,,
SD1.PU.ZZ,Stödjande samtal om allmänna uppgifter och krav,,SD1,,
SD1.PV.ZZ,Behandlande samtal om allmänna uppgifter och krav,,SD1,,
SD1.RB.ZZ,Praktiskt stöd i allmänna uppgifter och krav,,SD1,,
SD1.RC.ZZ,Emotionellt stöd i allmänna uppgifter och krav,,SD1,,
SD1.SX.ZZ,Annan specificerad individstödjande aktivitet om allmänna uppgifter och krav,,SD1,,
SD1.SZ.ZZ,Stöd inom allmänna uppgifter och krav,,SD1,,
SDA,Att genomföra enstaka och mångfaldiga uppgifter,,SD,,
SDA.AA.ZZ,Bedömning av att genomföra enstaka och mångfaldiga uppgifter,,SDA,,
SDA.AM.ZZ,Observation av att genomföra enstaka och mångfaldiga uppgifter,,SDA,,
SDA.AS.ZZ,Utredande samtal om att genomföra enstaka och mångfaldiga uppgifter,,SDA,,
SDA.AT.ZZ,"Inhämtning av uppgifter, från professionell, om att genomföra enstaka och mångfaldiga uppgifter",,SDA,,
SDA.AU.ZZ,"Inhämtning av uppgifter, från annan, om att genomföra enstaka och mångfaldiga uppgifter",,SDA,,
SDA.AV.ZZ,Uppföljande samtal om att genomföra enstaka och mångfaldiga uppgifter,,SDA,,
SDA.PH.ZZ,Färdighetsträning i att genomföra enstaka och mångfaldiga uppgifter,,SDA,,
SDA.PN.ZZ,Råd eller information om att genomföra enstaka och mångfaldiga uppgifter,,SDA,,
SDA.PU.ZZ,Stödjande samtal om att genomföra enstaka och mångfaldiga uppgifter,,SDA,,
SDA.PV.ZZ,Behandlande samtal om att genomföra enstaka och mångfaldiga uppgifter,,SDA,,
SDA.RB.ZZ,Praktiskt stöd i att genomföra enstaka och mångfaldiga uppgifter,,SDA,,
SDA.RC.ZZ,Emotionellt stöd i att genomföra enstaka och mångfaldiga uppgifter,,SDA,,
SDA.SZ.ZZ,Stöd i att genomföra enstaka och mångfaldiga uppgifter,,SDA,,
SDG,Att genomföra daglig rutin,,SD,,
SDG.AA.ZZ,Bedömning av att genomföra daglig rutin,,SDG,,
SDG.AM.ZZ,Observation av att genomföra daglig rutin,,SDG,,
SDG.AS.ZZ,Utredande samtal om att genomföra daglig rutin,,SDG,,
SDG.AT.ZZ,"Inhämtning av uppgifter, från professionell, om att genomföra daglig rutin",,SDG,,
SDG.AU.ZZ,"Inhämtning av uppgifter, från annan, om att genomföra daglig rutin",,SDG,,
SDG.AV.ZZ,Uppföljande samtal om att genomföra daglig rutin,,SDG,,
SDG.PH.ZZ,Färdighetsträning i att genomföra daglig rutin,,SDG,,
SDG.PN.ZZ,Råd eller information om att genomföra daglig rutin,,SDG,,
SDG.PU.ZZ,Stödjande samtal om att genomföra daglig rutin,,SDG,,
SDG.PV.ZZ,Behandlande samtal om att genomföra daglig rutin,,SDG,,
SDG.RB.ZZ,Praktiskt stöd i att genomföra daglig rutin,,SDG,,
SDG.RC.ZZ,Emotionellt stöd i att genomföra daglig rutin,,SDG,,
SDG.SZ.ZZ,Stöd i att genomföra daglig rutin,,SDG,,
SDJ,Att hantera stress och andra psykologiska krav,,SD,,
SDJ.AA.ZZ,Bedömning av att hantera stress och andra psykologiska krav,,SDJ,,
SDJ.AM.ZZ,Observation av att hantera stress och andra psykologiska krav,,SDJ,,
SDJ.AS.ZZ,Utredande samtal om att hantera stress och andra psykologiska krav,,SDJ,,
SDJ.AT.ZZ,"Inhämtning av uppgifter, från professionell, om att hantera stress och andra psykologiska krav",,SDJ,,
SDJ.AU.ZZ,"Inhämtning av uppgifter, från annan, om att hantera stress och andra psykologiska krav",,SDJ,,
SDJ.AV.ZZ,Uppföljande samtal om att hantera stress och andra psykologiska krav,,SDJ,,
SDJ.PH.ZZ,Färdighetsträning i att hantera stress och andra psykologiska krav,,SDJ,,
SDJ.PN.ZZ,Råd eller information om att hantera stress och andra psykologiska krav,,SDJ,,
SDJ.PU.ZZ,Stödjande samtal om att hantera stress och andra psykologiska krav,,SDJ,,
SDJ.PV.ZZ,Behandlande samtal om att hantera stress och andra psykologiska krav,,SDJ,,
SDJ.RB.ZZ,Praktiskt stöd i att hantera stress och andra psykologiska krav,,SDJ,,
SDJ.RC.ZZ,Emotionellt stöd i att hantera stress och andra psykologiska krav,,SDJ,,
SDJ.SZ.ZZ,Stöd i att hantera stress och andra psykologiska krav,,SDJ,,
SDK,Att hantera sitt beteende,,SD,,
SDK.AA.ZZ,Bedömning av att hantera sitt beteende,,SDK,,
SDK.AM.ZZ,Observation av att hantera sitt beteende,,SDK,,
SDK.AS.ZZ,Utredande samtal om att hantera sitt beteende,,SDK,,
SDK.AT.ZZ,"Inhämtning av uppgifter, från professionell, om att hantera sitt beteende",,SDK,,
SDK.AU.ZZ,"Inhämtning av uppgifter, från annan, om att hantera sitt beteende",,SDK,,
SDK.AV.ZZ,Uppföljande samtal om att hantera sitt beteende,,SDK,,
SDK.PH.ZZ,Färdighetsträning i att hantera sitt beteende,,SDK,,
SDK.PU.ZZ,Stödjande samtal om att hantera sitt beteende,,SDK,,
SDK.PV.ZZ,Behandlande samtal om att hantera sitt beteende,,SDK,,
SDK.RB.ZZ,Praktiskt stöd i att hantera sitt beteende,,SDK,,
SDK.RC.ZZ,Emotionellt stöd i att hantera sitt beteende,,SDK,,
SDK.SZ.ZZ,Stöd i att hantera sitt beteende,,SDK,,
SE-SG,Aktiviteter gällande kommunikation,,,,
SE1,Kommunikation,,SE-SG,,
SE1.AA.ZZ,Bedömning av kommunikation,,SE1,,
SE1.AC.ZZ,Manualbaserat test eller samtal om kommunikation,,SE1,,
SE1.AM.ZZ,Observation av kommunikation,,SE1,,
SE1.AS.ZZ,Utredande samtal om kommunikation,,SE1,,
SE1.AT.ZZ,"Inhämtning av uppgifter, från professionell, om kommunikation",,SE1,,
SE1.AU.ZZ,"Inhämtning av uppgifter, från annan, om kommunikation",,SE1,,
SE1.AV.ZZ,Uppföljande samtal om kommunikation,,SE1,,
SE1.AX.ZZ,Annan specificerad utredande eller uppföljande aktivitet om kommunikation,,SE1,,
SE1.AZ.ZZ,"Utredande eller uppföljande aktivitet om kommunikation, ospecificerad",,SE1,,
SE1.PH.ZZ,Färdighetsträning i kommunikation,,SE1,,
SE1.PN.ZZ,Råd eller information om kommunikation,,SE1,,
SE1.PU.ZZ,Stödjande samtal om kommunikation,,SE1,,
SE1.PV.ZZ,Behandlande samtal om kommunikation,,SE1,,
SE1.RA.ZZ,Kompensatoriskt stöd för kommunikation,,SE1,,
SE1.RB.ZZ,Praktiskt stöd i kommunikation,,SE1,,
SE1.RC.ZZ,Emotionellt stöd i kommunikation,,SE1,,
SE1.SZ.ZZ,Stöd inom kommunikation,,SE1,,
SE2,Att kommunicera – att vara mottagare,,SE-SG,,
SE2.AA.ZZ,Bedömning av att kommunicera – att vara mottagare,,SE2,,
SE2.AM.ZZ,Observation av att kommunicera – att vara mottagare,,SE2,,
SE2.AS.ZZ,Utredande samtal om att kommunicera – att vara mottagare,,SE2,,
SE2.AT.ZZ,"Inhämtning av uppgifter, från professionell, om att kommunicera - att vara mottagare",,SE2,,
SE2.AU.ZZ,"Inhämtning av uppgifter, från annan, om att kommunicera - att vara mottagare",,SE2,,
SE2.AV.ZZ,Uppföljande samtal om att kommunicera – att vara mottagare,,SE2,,
SE2.PH.ZZ,Färdighetsträning i att vara mottagare av kommunikation,,SE2,,
SE2.PU.ZZ,Stödjande samtal om att vara mottagare av kommunikation,,SE2,,
SE2.RB.ZZ,Praktiskt stöd i att vara mottagare av kommunikation,,SE2,,
SE2.RC.ZZ,Emotionellt stöd i att vara mottagare av kommunikation,,SE2,,
SE2.SZ.ZZ,Stöd i att vara mottagare av kommunikation,,SE2,,
SEA,Att kommunicera genom att ta emot talade meddelanden,,SE-SG,,
SEA.AA.ZZ,Bedömning av att kommunicera genom att ta emot talade meddelanden,,SEA,,
SEA.AM.ZZ,Observation av att kommunicera genom att ta emot talade meddelanden,,SEA,,
SEA.AS.ZZ,Utredande samtal om att kommunicera genom att ta emot talade meddelanden,,SEA,,
SEA.AT.ZZ,"Inhämtning av uppgifter, från professionell, om att kommunicera genom att ta emot talade meddelanden",,SEA,,
SEA.AU.ZZ,"Inhämtning av uppgifter, från annan, om att kommunicera genom att ta emot talade meddelanden",,SEA,,
SEA.AV.ZZ,Uppföljande samtal om att kommunicera genom att ta emot talade meddelanden,,SEA,,
SEA.PH.ZZ,Färdighetsträning i att kommunicera genom att ta emot talade meddelanden,,SEA,,
SEA.RB.ZZ,Praktiskt stöd i att kommunicera genom att ta emot talade meddelanden,,SEA,,
SEA.RC.ZZ,Emotionellt stöd i att kommunicera genom att ta emot talade meddelanden,,SEA,,
SEA.SZ.ZZ,Stöd i att kommunicera genom att ta emot talade meddelanden,,SEA,,
SED,Att kommunicera genom att ta emot icke-verbala meddelanden,,SE-SG,,
SED.AA.ZZ,Bedömning av att kommunicera genom att ta emot icke-verbala meddelanden,,SED,,
SED.AM.ZZ,Observation av att kommunicera genom att ta emot icke-verbala meddelanden,,SED,,
SED.AS.ZZ,Utredande samtal om att kommunicera genom att ta emot icke-verbala meddelanden,,SED,,
SED.AT.ZZ,"Inhämtning av uppgifter, från professionell, om att kommunicera genom att ta emot icke-verbala meddelanden",,SED,,
SED.AU.ZZ,"Inhämtning av uppgifter, från annan, om att kommunicera genom att ta emot icke-verbala meddelanden",,SED,,
SED.AV.ZZ,Uppföljande samtal om att kommunicera genom att ta emot icke-verbala meddelanden,,SED,,
SED.PH.ZZ,Färdighetsträning i att kommunicera genom att ta emot icke-verbala meddelanden,,SED,,
SED.RB.ZZ,Praktiskt stöd i att kommunicera genom att ta emot icke-verbala meddelanden,,SED,,
SED.RC.ZZ,Emotionellt stöd i att kommunicera genom att ta emot icke-verbala meddelanden,,SED,,
SED.SZ.ZZ,Stöd i att kommunicera genom att ta emot icke-verbala meddelanden,,SED,,
SEG,Att kommunicera genom att ta emot meddelanden på teckenspråk,,SE-SG,,
SEG.AA.ZZ,Bedömning av att kommunicera genom att ta emot meddelanden på teckenspråk,,SEG,,
SEG.AM.ZZ,Observation av att kommunicera genom att ta emot meddelanden på teckenspråk,,SEG,,
SEG.AS.ZZ,Utredande samtal om att kommunicera genom att ta emot meddelanden på teckenspråk,,SEG,,
SEG.AT.ZZ,"Inhämtning av uppgifter, från professionell, om att kommunicera genom att ta emot meddelanden på teckenspråk",,SEG,,
SEG.AU.ZZ,"Inhämtning av uppgifter, från annan, om att kommunicera genom att ta emot meddelanden på teckenspråk",,SEG,,
SEG.AV.ZZ,Uppföljande samtal om att kommunicera genom att ta emot meddelanden på teckenspråk,,SEG,,
SEG.RB.ZZ,Praktiskt stöd i att kommunicera genom att ta emot meddelanden på teckenspråk,,SEG,,
SEG.RC.ZZ,Emotionellt stöd i att kommunicera genom att ta emot meddelanden på teckenspråk,,SEG,,
SEG.SZ.ZZ,Stöd i att kommunicera genom att ta emot meddelanden på teckenspråk,,SEG,,
SEJ,Att kommunicera genom att ta emot skrivna meddelanden,,SE-SG,,
SEJ.AA.ZZ,Bedömning av att kommunicera genom att ta emot skrivna meddelanden,,SEJ,,
SEJ.AM.ZZ,Observation av att kommunicera genom att ta emot skrivna meddelanden,,SEJ,,
SEJ.AS.ZZ,Utredande samtal om att kommunicera genom att ta emot skrivna meddelanden,,SEJ,,
SEJ.AT.ZZ,"Inhämtning av uppgifter, från professionell, om att kommunicera genom att ta emot skrivna meddelanden",,SEJ,,
SEJ.AU.ZZ,"Inhämtning av uppgifter, från annan, om att kommunicera genom att ta emot skrivna meddelanden",,SEJ,,
SEJ.AV.ZZ,Uppföljande samtal om att kommunicera genom att ta emot skrivna meddelanden,,SEJ,,
SEJ.PH.ZZ,Färdighetsträning i att kommunicera genom att ta emot skrivna meddelanden,,SEJ,,
SEJ.RB.ZZ,Praktiskt stöd i att kommunicera genom att ta emot skrivna meddelanden,,SEJ,,
SEJ.RC.ZZ,Emotionellt stöd i att kommunicera genom att ta emot skrivna meddelanden,,SEJ,,
SEJ.SZ.ZZ,Stöd i att kommunicera genom att ta emot skrivna meddelanden,,SEJ,,
SF2,Att kommunicera - att vara sändare,,SE-SG,,
SF2.AA.ZZ,Bedömning av att kommunicera – att vara sändare,,SF2,,
SF2.AM.ZZ,Observation av att kommunicera – att vara sändare,,SF2,,
SF2.AS.ZZ,Utredande samtal om att kommunicera – att vara sändare,,SF2,,
SF2.AT.ZZ,"Inhämtning av uppgifter, från professionell, om att kommunicera – att vara sändare",,SF2,,
SF2.AU.ZZ,"Inhämtning av uppgifter, från annan, om att kommunicera – att vara sändare",,SF2,,
SF2.AV.ZZ,Uppföljande samtal om att kommunicera – att vara sändare,,SF2,,
SF2.PH.ZZ,Färdighetsträning i att vara sändare av kommunikation,,SF2,,
SF2.PU.ZZ,Stödjande samtal om att vara sändare av kommunikation,,SF2,,
SF2.RA.ZZ,Kompensatoriskt stöd för att vara sändare av kommunikation,,SF2,,
SF2.RB.ZZ,Praktiskt stöd i att vara sändare av kommunikation,,SF2,,
SF2.RC.ZZ,Emotionellt stöd i att vara sändare av kommunikation,,SF2,,
SF2.SZ.ZZ,Stöd i att vara sändare av kommunikation,,SF2,,
SFA,Att tala,,SE-SG,,
SFA.AA.ZZ,Bedömning av att kommunicera genom att tala,,SFA,,
SFA.AM.ZZ,Observation av att kommunicera genom att tala,,SFA,,
SFA.AS.ZZ,Utredande samtal om att kommunicera genom att tala,,SFA,,
SFA.AT.ZZ,"Inhämtning av uppgifter, från professionell, om att kommunicera genom att tala",,SFA,,
SFA.AU.ZZ,"Inhämtning av uppgifter, från annan, om att kommunicera genom att tala",,SFA,,
SFA.AV.ZZ,Uppföljande samtal om att kommunicera genom att tala,,SFA,,
SFA.PH.ZZ,Färdighetsträning i att kommunicera genom att tala,,SFA,,
SFA.RB.ZZ,Praktiskt stöd i att kommunicera genom att tala,,SFA,,
SFA.RC.ZZ,Emotionellt stöd i att kommunicera genom att tala,,SFA,,
SFA.SZ.ZZ,Stöd i att kommunicera genom att tala,,SFA,,
SFB,Preverbal vokalisation,,SE-SG,,
SFB.AA.ZZ,Bedömning av att kommunicera genom preverbal vokalisation,,SFB,,
SFB.AM.ZZ,Observation av att kommunicera genom preverbal vokalisation,,SFB,,
SFB.AS.ZZ,Utredande samtal om att kommunicera genom preverbal vokalisation,,SFB,,
SFB.AT.ZZ,"Inhämtning av uppgifter, från professionell, om att kommunicera genom preverbal vokalisation",,SFB,,
SFB.AU.ZZ,"Inhämtning av uppgifter, från annan, om att kommunicera genom preverbal vokalisation",,SFB,,
SFB.AV.ZZ,Uppföljande samtal om att kommunicera genom preverbal vokalisation,,SFB,,
SFB.PH.ZZ,Färdighetsträning i att kommunicera genom preverbal vokalisation,,SFB,,
SFB.RB.ZZ,Praktiskt stöd i att kommunicera genom preverbal vokalisation,,SFB,,
SFB.RC.ZZ,Emotionellt stöd i att kommunicera genom preverbal vokalisation,,SFB,,
SFB.SZ.ZZ,Stöd i att kommunicera genom preverbal vokalisation,,SFB,,
SFD,Att uttrycka sig genom icke-verbala meddelanden,,SE-SG,,
SFD.AA.ZZ,Bedömning av att kommunicera genom att uttrycka sig genom icke-verbala meddelanden,,SFD,,
SFD.AM.ZZ,Observation av att kommunicera genom att uttrycka sig genom icke-verbala meddelanden,,SFD,,
SFD.AS.ZZ,Utredande samtal om att kommunicera genom att uttrycka sig genom icke-verbala meddelanden,,SFD,,
SFD.AT.ZZ,"Inhämtning av uppgifter, från professionell, om att kommunicera genom att uttrycka sig genom icke-verbala meddelanden",,SFD,,
SFD.AU.ZZ,"Inhämtning av uppgifter, från annan, om att kommunicera genom att uttrycka sig genom icke-verbala meddelanden",,SFD,,
SFD.AV.ZZ,Uppföljande samtal om att kommunicera genom att uttrycka sig genom icke-verbala meddelanden,,SFD,,
SFD.PH.ZZ,Färdighetsträning i att kommunicera genom att uttrycka sig genom icke-verbala meddelanden,,SFD,,
SFD.RB.ZZ,Praktiskt stöd i att kommunicera genom att uttrycka sig genom icke-verbala meddelanden,,SFD,,
SFD.RC.ZZ,Emotionellt stöd i att kommunicera genom att uttrycka sig genom icke-verbala meddelanden,,SFD,,
SFD.SZ.ZZ,Stöd i att kommunicera genom att uttrycka sig genom icke-verbala meddelanden,,SFD,,
SFJ,Att uttrycka sig genom meddelanden på teckenspråk,,SE-SG,,
SFJ.AA.ZZ,Bedömning av att kommunicera genom att uttrycka sig genom meddelanden på teckenspråk,,SFJ,,
SFJ.AM.ZZ,Observation av att kommunicera genom att uttrycka sig genom meddelanden på teckenspråk,,SFJ,,
SFJ.AS.ZZ,Utredande samtal om att kommunicera genom att uttrycka sig genom meddelanden på teckenspråk,,SFJ,,
SFJ.AT.ZZ,"Inhämtning av uppgifter, från professionell, om att kommunicera genom att uttrycka sig genom meddelanden på teckenspråk",,SFJ,,
SFJ.AU.ZZ,"Inhämtning av uppgifter, från annan, om att kommunicera genom att uttrycka sig genom meddelanden på teckenspråk",,SFJ,,
SFJ.AV.ZZ,Uppföljande samtal om att kommunicera genom att uttrycka sig genom meddelanden på teckenspråk,,SFJ,,
